user_id,first_date,region,device
2420EA89BB4BB0EA,2020-12-07,EU,iPhone
9C31B4124B3AE217,2020-12-07,EU,PC
5C4BA5C457BC114A,2020-12-07,EU,iPhone
0A04F0DBDAEAEB1F,2020-12-07,EU,Android
95AFBF6B58D67437,2020-12-07,EU,iPhone
9A82841D55F9B438,2020-12-07,EU,Android
4D851A41ECF4440F,2020-12-07,EU,Android
FCD216B91578B8DC,2020-12-07,N.America,PC
435506A7A2265BBD,2020-12-07,EU,PC
679ABB4ED4E507C7,2020-12-07,EU,iPhone
814EE158DDEE3B0A,2020-12-07,EU,Android
7BFC18C3391016B3,2020-12-07,EU,Mac
F0CBD85D110C5DFA,2020-12-07,EU,PC
909B249EB165910F,2020-12-07,N.America,iPhone
6D606EDEC0C041E8,2020-12-07,EU,Android
ED61425DAC3E345C,2020-12-07,N.America,Mac
C39E95E709714A06,2020-12-07,EU,Android
8694735978151909,2020-12-07,EU,iPhone
DE83B085136CBF2D,2020-12-07,EU,Mac
F42CA236F49AB93B,2020-12-07,N.America,PC
4EE0710F90B57A46,2020-12-07,CIS,PC
AA77BDA8996FE1B8,2020-12-07,N.America,Android
3482792368733B0D,2020-12-07,EU,Android
5E9543D6EB27D7D7,2020-12-07,APAC,PC
78B3AFBB700310CC,2020-12-07,EU,PC
B27F5380AF0936D3,2020-12-07,EU,Android
80CEAF824A1F3E28,2020-12-07,EU,Android
5EB044CECD378F75,2020-12-07,EU,Android
C0A95CA2E9CC8009,2020-12-07,EU,PC
ABD5A8FE995F4FBE,2020-12-07,EU,Android
992ADF277CCE9349,2020-12-07,N.America,Mac
37034BF58CD3A95B,2020-12-07,EU,Mac
2765321AC15BA00A,2020-12-07,EU,Mac
834A37293A8F21BA,2020-12-07,EU,iPhone
ADFE6C8FF7748560,2020-12-07,EU,iPhone
24FA9BADBEB3014D,2020-12-07,N.America,Android
831958A1EA95370E,2020-12-07,N.America,iPhone
F52308084EB2490B,2020-12-07,APAC,Android
68262C0CCF7073D4,2020-12-07,EU,Android
AF36A9888DC876C8,2020-12-07,EU,Android
5FDBB7EBDECFF0C9,2020-12-07,EU,iPhone
2DA0BA0D538776B6,2020-12-07,EU,PC
A294534309A8E22A,2020-12-07,CIS,Android
21EA4E846C63EEA2,2020-12-07,EU,Android
F2BE35774F63059B,2020-12-07,EU,Android
6D052E09A94F0725,2020-12-07,EU,PC
A10C24F7E7CCC96D,2020-12-07,EU,PC
6C943709FABA340C,2020-12-07,N.America,PC
586473B92852D572,2020-12-07,EU,Android
76B1D0DE895DFC9B,2020-12-07,EU,Android
ABABE1BAB6C77540,2020-12-07,EU,iPhone
A361DDD3181EB0F4,2020-12-07,EU,iPhone
C07713CA2E28F7E7,2020-12-07,CIS,Android
07C004DB8325E140,2020-12-07,APAC,Mac
E24F2C1DD2EEFA5A,2020-12-07,EU,PC
204343649F72D01B,2020-12-07,EU,Android
2A03965D143981E2,2020-12-07,N.America,Android
76D8CFF5F6E77BFA,2020-12-07,EU,Android
366D2197FAEF6521,2020-12-07,EU,PC
C559BDC13A3A4A2C,2020-12-07,EU,iPhone
BFC2CBC616B6BF22,2020-12-07,N.America,PC
5C31C0607EFC3C98,2020-12-07,EU,iPhone
690C65E0DE49B940,2020-12-07,EU,Android
8D03B08EE44A920C,2020-12-07,APAC,iPhone
23B71FAAF4A89964,2020-12-07,EU,Android
8EB0C7622C73BBA3,2020-12-07,EU,Android
BA92313EF722780F,2020-12-07,N.America,Android
E29747F04829F131,2020-12-07,EU,iPhone
834664350CF507C5,2020-12-07,EU,Android
56AF59723683AC41,2020-12-07,EU,Android
CC479BF5BC36BA6A,2020-12-07,EU,PC
37908C6A30C37A5A,2020-12-07,APAC,Android
D827D868F49E8403,2020-12-07,EU,Android
1816C3999C81E6D6,2020-12-07,EU,Android
D2DD62D586762864,2020-12-07,N.America,iPhone
35499AF0F1B0A6AA,2020-12-07,EU,Mac
E4758C77E8714267,2020-12-07,CIS,Mac
872216EC1F975C74,2020-12-07,N.America,iPhone
DBFC0154B8457B15,2020-12-07,EU,Mac
98655BDEE4A3DBB9,2020-12-07,EU,PC
5525A945E471C47C,2020-12-07,CIS,Mac
B37CEE3D3A8E51CF,2020-12-07,EU,Android
EB0F26AAB494131C,2020-12-07,EU,PC
A823A8D1A55C9495,2020-12-07,EU,PC
9AADC359C31B77F8,2020-12-07,EU,Mac
0D9B8D7DF6D8AFE2,2020-12-07,EU,Android
5CDF986652527935,2020-12-07,EU,Android
49EA242586C87836,2020-12-07,EU,iPhone
CC4AB3D82E6B0C22,2020-12-07,EU,PC
402406E0B4FCE01D,2020-12-07,EU,PC
A87740254BA5CCAD,2020-12-07,N.America,Android
38843A75DF7DF988,2020-12-07,EU,iPhone
FB088A347127D80E,2020-12-07,EU,Mac
382BC2D1DF90B413,2020-12-07,EU,Android
5B88229D073808BE,2020-12-07,EU,PC
75845C83258FBF73,2020-12-07,EU,Android
C6276611727621B6,2020-12-07,EU,Android
5B22959E5B0585BF,2020-12-07,EU,PC
1738843E589984B4,2020-12-07,N.America,Android
2012540DBF0BFD76,2020-12-07,EU,iPhone
063C26E7BE246741,2020-12-07,EU,PC
E0E4E8A28919B292,2020-12-07,EU,Mac
7B5E18F75342045C,2020-12-07,EU,Android
21690F93489B67B5,2020-12-07,EU,Android
2FDEBA3B6179B870,2020-12-07,N.America,Mac
8C65104169BB5189,2020-12-07,EU,PC
49DA1F87FD0EBBD3,2020-12-07,EU,Android
4245297BCE9FB404,2020-12-07,EU,PC
47AF9D52B29DD0A7,2020-12-07,EU,PC
A0E36C4845FF9AD8,2020-12-07,CIS,Mac
B0C58294F6A32287,2020-12-07,EU,Android
994B6EFE2CC7E09D,2020-12-07,EU,Android
5C6FB48306D691AB,2020-12-07,EU,PC
556FBB233CB32C31,2020-12-07,N.America,PC
839D813444A4CFD8,2020-12-07,EU,PC
3F8D3AB89572E1B2,2020-12-07,N.America,PC
C47B94B96F5C3590,2020-12-07,EU,iPhone
AD5591648482F319,2020-12-07,N.America,iPhone
26A23E9CB4B57177,2020-12-07,EU,PC
64E27F8437A5A4F6,2020-12-07,EU,iPhone
74F3381FDDC32A42,2020-12-07,EU,PC
D0BB629C5B3E4B6F,2020-12-07,EU,PC
4DF2D03AF68D2D2D,2020-12-07,EU,Mac
7779596AE52635A8,2020-12-07,EU,iPhone
ED1F15DCDC77E54A,2020-12-07,APAC,Android
46ED4B5C200F7887,2020-12-07,EU,Android
8446A73B8AE56547,2020-12-07,CIS,PC
C60F59ACDB56FF8C,2020-12-07,APAC,PC
F0F96E7C4679CE0B,2020-12-07,EU,Android
D8FBEA060A86A58D,2020-12-07,EU,Android
08AB0DED3638A9EB,2020-12-07,EU,PC
23DD4BDF7929EF38,2020-12-07,EU,iPhone
B9B589C9C7B8ECD4,2020-12-07,EU,Android
97EA43287DE8A424,2020-12-07,EU,Android
6A581C74EF4D5F44,2020-12-07,EU,iPhone
90F08EDB14425789,2020-12-07,EU,Mac
AAA5606F9CC3F8BC,2020-12-07,N.America,Android
418AA13E6443BAE4,2020-12-07,EU,Android
C3D8C0B37D24AC5A,2020-12-07,EU,iPhone
AA849852B19D80DF,2020-12-07,CIS,Android
B29E31A4D7C264B1,2020-12-07,EU,iPhone
F22E0F3D308963F9,2020-12-07,N.America,Android
166F9136DF70C02E,2020-12-07,EU,Android
DF655B7FB033EF13,2020-12-07,EU,Android
F9452D9C3B463498,2020-12-07,EU,Android
C4A163EC228E1CF9,2020-12-07,N.America,Android
2B06EB547B7AAD08,2020-12-07,EU,PC
DFA19F895A2AAB36,2020-12-07,CIS,PC
FB5D02C9CB6120DD,2020-12-07,EU,iPhone
438C30CD54802B04,2020-12-07,EU,PC
54C631B918D20B78,2020-12-07,EU,Android
CFDC67CA11A7D094,2020-12-07,EU,Android
3B35E9FAFDEECB20,2020-12-07,EU,iPhone
A640F31CAC7823A6,2020-12-07,EU,PC
891F39AA8E14B654,2020-12-07,EU,Android
C6EB47582A64E176,2020-12-07,CIS,Android
0A64B5CE1F015C99,2020-12-07,EU,PC
0004DAF30B04CCF1,2020-12-07,EU,Android
221866BF935BD8FC,2020-12-07,N.America,iPhone
DDD473425F1D35B7,2020-12-07,EU,Android
DFF87EF31D62368F,2020-12-07,EU,iPhone
0A8E4281ECA9950C,2020-12-07,CIS,Android
2383717C6C3CD82E,2020-12-07,CIS,Android
52ADD16813287DC7,2020-12-07,N.America,PC
1D89509CE2FD7066,2020-12-07,EU,Android
03FFAA7C38829B3C,2020-12-07,APAC,Mac
38A1B75F373DF069,2020-12-07,N.America,Mac
E5E8CD312EEAA92B,2020-12-07,N.America,PC
DE6FB5BA34EBFAEB,2020-12-07,EU,iPhone
BE0352414C31EDE4,2020-12-07,EU,iPhone
1100E5624548D373,2020-12-07,N.America,Mac
7B56CCD8FCF4D35B,2020-12-07,CIS,Android
0214DBCEBBFB9DDD,2020-12-07,EU,PC
D755F72C453BF6A7,2020-12-07,EU,Mac
539A672A67E23409,2020-12-07,N.America,Android
203E82A3168B2EA5,2020-12-07,EU,Android
9CCE51103DA6A8F7,2020-12-07,EU,Android
6CF06DC9CCEEADE3,2020-12-07,EU,Android
47BD848743965248,2020-12-07,EU,Mac
9E7B72139C1C1FA6,2020-12-07,N.America,PC
AC85EBD055B0CE83,2020-12-07,N.America,iPhone
736990A3BC742A65,2020-12-07,CIS,Android
1F47292058D6BFC8,2020-12-07,N.America,Android
D19C5ACA68F15947,2020-12-07,EU,PC
D74A2184EB7E4BB9,2020-12-07,EU,Android
DFA34B68B6EBCC40,2020-12-07,EU,Android
8263DF53B7743823,2020-12-07,EU,Android
4584E51B99DE51AE,2020-12-07,EU,Mac
0E44ADE13913B6E1,2020-12-07,EU,iPhone
47D1106224DC2528,2020-12-07,APAC,iPhone
E58C4BB847C376F6,2020-12-07,EU,PC
662D76FA88BAA332,2020-12-07,EU,Android
1B9778946B985D57,2020-12-07,EU,iPhone
AB8ACBAD156EB50B,2020-12-07,EU,Android
30A480C7B6F8BA55,2020-12-07,APAC,Android
422773BC096EC20F,2020-12-07,N.America,iPhone
3B09CE0261E1E83A,2020-12-07,EU,Android
ABFF05E08B84DF2E,2020-12-07,EU,Android
01824D091C2943F6,2020-12-07,APAC,PC
5D93D429975AAA1D,2020-12-07,EU,Android
4C6C4C6AE6D08B65,2020-12-07,EU,PC
DF40EF85F55A958D,2020-12-07,EU,Mac
5614B9D5A08FA157,2020-12-07,N.America,iPhone
5E5640F0284B4D99,2020-12-07,EU,iPhone
18786564A748749A,2020-12-07,N.America,iPhone
4484AE9FBFEF8D5A,2020-12-07,EU,iPhone
978DBFEBE71DFBF3,2020-12-07,EU,PC
392C03684E704CB3,2020-12-07,EU,PC
830F84B6C4048AAA,2020-12-07,EU,iPhone
CF40DA5F352579DA,2020-12-07,EU,iPhone
14E1ABADCBEB745E,2020-12-07,EU,Android
EDFBF31DF7444B3D,2020-12-07,EU,iPhone
2E30DF2649604771,2020-12-07,EU,iPhone
3E1E00C449C7467B,2020-12-07,EU,Android
9DF4F595A906A0BA,2020-12-07,EU,Android
CBEFCA3BFDE4CC58,2020-12-07,EU,iPhone
22B26790E2043229,2020-12-07,N.America,Android
C8E0B27E2C4BB333,2020-12-07,EU,PC
B70E5E2275EEAA7F,2020-12-07,EU,Android
B708776C25745034,2020-12-07,EU,Android
1A54A83DA38E4D14,2020-12-07,N.America,Android
C319D57F409BE375,2020-12-07,EU,PC
D2AF416214F9D2EA,2020-12-07,EU,iPhone
8B65C8F0926E52B8,2020-12-07,EU,iPhone
6884994CAA724629,2020-12-07,EU,iPhone
8F283A6E36B5E729,2020-12-07,EU,Android
53288DD3125AEC71,2020-12-07,EU,Android
2F46396B6766CFDB,2020-12-07,EU,PC
970ABCB4968ECD43,2020-12-07,EU,Android
507B6FC443BB28AA,2020-12-07,EU,PC
58857F19A6C50900,2020-12-07,EU,PC
413AC17810A560AA,2020-12-07,EU,iPhone
B97FD5CDB8447A1A,2020-12-07,EU,iPhone
E789ACDA4169FA79,2020-12-07,APAC,Android
7DFF7FC3C611B735,2020-12-07,APAC,PC
47463360E0E56FE7,2020-12-07,EU,Android
572DA7774AE710BA,2020-12-07,EU,PC
8979D2EA0F10098F,2020-12-07,EU,Android
B86471B6A5352453,2020-12-07,EU,iPhone
29689DB35A326181,2020-12-07,EU,PC
FF1927C7115AEEE4,2020-12-07,CIS,PC
83C8F0DE8CA29C02,2020-12-07,EU,Android
92263EDA0E82B7E9,2020-12-07,EU,Android
D0C4DBEB2B27FA2A,2020-12-07,APAC,Android
A5B95E5D94827C56,2020-12-07,EU,Android
E91758578703F4E5,2020-12-07,EU,iPhone
240E1A03F7AB0E3A,2020-12-07,EU,iPhone
67B0441F007CDC11,2020-12-07,EU,Android
1CB3082539E17E42,2020-12-07,EU,Android
EFD1AC9E00993544,2020-12-07,CIS,Android
121F9F66990A05AF,2020-12-07,EU,iPhone
80E424D5C1FE6AA1,2020-12-07,N.America,Android
4EF08ADEE3E47F13,2020-12-07,EU,Android
9B234D350E686A67,2020-12-07,EU,Android
BD1A10000E314597,2020-12-07,EU,Mac
AAECBD4235E43ACC,2020-12-07,EU,PC
4F4BAC123AD3DAB0,2020-12-07,EU,Android
DD8EDECA6E65B064,2020-12-07,EU,iPhone
3EEB89F344B7510E,2020-12-07,EU,Android
FCEB400164EB14F7,2020-12-07,CIS,Android
A05E3FB9C888D56D,2020-12-07,EU,Android
D574FBE12364398D,2020-12-07,EU,Android
A90CACF5909DDA74,2020-12-07,EU,Mac
6EC3E0C75AF76400,2020-12-07,EU,Android
D6843B1CDA5E4123,2020-12-07,CIS,Android
E1696610981D3C70,2020-12-07,EU,PC
483B712874B89AB5,2020-12-07,EU,Android
5D08D8D8E512A3C2,2020-12-07,CIS,PC
EEB9E40200D9AD37,2020-12-07,APAC,PC
AD823B21E40F9B9B,2020-12-07,EU,iPhone
AA38EE1DBC2B4319,2020-12-07,EU,Android
B007AEFA9A5FA94F,2020-12-07,EU,iPhone
77DE4A7EDB60304F,2020-12-07,EU,iPhone
538F954F6B3AECE4,2020-12-07,EU,Android
06F86564EACB9430,2020-12-07,EU,iPhone
188C8C269D5A437A,2020-12-07,N.America,Android
321F2A1B826D2A31,2020-12-07,EU,PC
F5599D6C113F6D7A,2020-12-07,EU,PC
0E1E2DDB1A55BEAA,2020-12-07,EU,Mac
BC8D903853C00A58,2020-12-07,EU,PC
53EC20D25A0D91C9,2020-12-07,EU,Android
63A4278F34AF9F37,2020-12-07,EU,Android
2D9C612D4CC615A5,2020-12-07,N.America,iPhone
76B418C982AB9FBD,2020-12-07,EU,iPhone
0FD6EBB010AF1D12,2020-12-07,EU,Android
4B840113FDEE95ED,2020-12-07,N.America,PC
68DD66C6BD22C456,2020-12-07,EU,Android
9E29250DD4B7A488,2020-12-07,CIS,PC
488B0AB12E6B43E7,2020-12-07,EU,PC
1866363CA309D48F,2020-12-07,EU,Android
65B5D31BEAB9A071,2020-12-07,EU,PC
B398FC0D6804988D,2020-12-07,EU,Android
BB50407B2436C2E9,2020-12-07,EU,PC
C86ED2252F5E6746,2020-12-07,EU,PC
537451F9E23C263A,2020-12-07,EU,iPhone
B1CE879E888BEB1F,2020-12-07,CIS,Android
D0202172408C5E28,2020-12-07,EU,Android
C930D8D8C833C5CE,2020-12-07,EU,iPhone
BF505C56415A9779,2020-12-07,EU,Android
37DBBDB0985D3D96,2020-12-07,EU,Android
C6837A4777DCDFDC,2020-12-07,N.America,Android
09C7CBBE9C1E59EE,2020-12-07,EU,iPhone
1632E8454F655D06,2020-12-07,EU,Mac
1D3C7210093C0098,2020-12-07,EU,Android
D6BCF0361F6246D2,2020-12-07,EU,iPhone
DDD9F6B0FB81F66F,2020-12-07,N.America,PC
D87EBFF4AD9353DB,2020-12-07,EU,Android
53732758D90FB1E4,2020-12-07,EU,PC
46BF35383C8FC507,2020-12-07,EU,iPhone
C68682050C10C3DF,2020-12-07,EU,iPhone
FC48A3E6A4114D61,2020-12-07,EU,PC
8304881DF1868FFB,2020-12-07,EU,Android
B2630E5BBDBD76A2,2020-12-07,EU,Android
E0DAEECB7C821328,2020-12-07,EU,iPhone
F62C6A456E584053,2020-12-07,EU,PC
7F0B5DDFC4796608,2020-12-07,EU,PC
A9908F62C41613A8,2020-12-07,EU,PC
735D90B6B36B512D,2020-12-07,EU,iPhone
D61D6F68394844A3,2020-12-07,EU,Android
76FC19ED603DE223,2020-12-07,EU,Android
F303540874CBF084,2020-12-07,EU,iPhone
DC7EA9383DE85BD7,2020-12-07,EU,iPhone
6722BEB5FA40E38A,2020-12-07,EU,Android
330B8E3BF6920F68,2020-12-07,APAC,Android
EEF796B8C2D4F247,2020-12-07,EU,iPhone
8E5096C512179D69,2020-12-07,EU,PC
D0D427EA9495CB53,2020-12-07,EU,iPhone
2201EC4C1AEF7000,2020-12-07,EU,Mac
1F4FBA6CF426EE09,2020-12-07,N.America,Android
83ED4AFE307619ED,2020-12-07,N.America,Android
406CD606E407DF53,2020-12-07,EU,iPhone
0E6C6D7CABEDFA08,2020-12-07,EU,Android
7C405054CDBA770B,2020-12-07,EU,PC
A9EBA44458DA4663,2020-12-07,EU,Mac
8560E0FC63A779F0,2020-12-07,N.America,iPhone
5F11C890CBFBFC12,2020-12-07,EU,Mac
F5E49FDCB1562516,2020-12-07,APAC,Android
CE771EFC59ED44A5,2020-12-07,EU,Android
8E633EAC192430AA,2020-12-07,APAC,Mac
2A442B05A1B6CD8C,2020-12-07,EU,Mac
3BEB57D533C6BE3D,2020-12-07,EU,Mac
72127E712C5A4A8F,2020-12-07,N.America,Android
1EE1A7E3F55508F1,2020-12-07,EU,Android
4CAE561BE7F9A599,2020-12-07,EU,iPhone
4CCA699097873ADD,2020-12-07,EU,iPhone
C0A0E850658FC368,2020-12-07,N.America,Android
EBDFA5E2F6C1E478,2020-12-07,APAC,iPhone
E7E700A2C67FA45F,2020-12-07,EU,Android
A8915F08355F023F,2020-12-07,N.America,PC
8661D4325496FA0F,2020-12-07,EU,Mac
BFC2ADF1AD6A2CD6,2020-12-07,EU,Mac
B7D492F62B3BCF66,2020-12-07,EU,Android
EAB56B0C8637E92A,2020-12-07,EU,Android
9BF61939C8719FA3,2020-12-07,N.America,iPhone
A4145A2EA1E17654,2020-12-07,EU,PC
AE95711FC5B55E3B,2020-12-07,EU,Android
CCE3A0E5877C1AE8,2020-12-07,N.America,Android
4B75F9B2A77DBA68,2020-12-07,CIS,Android
E2A4A77A2972DD5C,2020-12-07,EU,PC
B31D52757842E099,2020-12-07,EU,iPhone
D3CC07A94818AE92,2020-12-07,EU,Android
12B6B99BDFA07EF6,2020-12-07,EU,PC
A6B971F661ACC26E,2020-12-07,APAC,iPhone
E3731CFB8F0BBE60,2020-12-07,EU,Android
1361B9A0C782EBDA,2020-12-07,EU,PC
1F6B231244392836,2020-12-07,EU,Android
F4488BF918993317,2020-12-07,N.America,Android
33151EF6B8FBE358,2020-12-07,EU,Android
8016ADF2D50D7DEE,2020-12-07,EU,Android
8D658224CB250111,2020-12-07,APAC,Android
FE5591A370A4889A,2020-12-07,EU,Android
88FF9A9E898A2447,2020-12-07,N.America,Android
ED0728B8038AA23E,2020-12-07,EU,PC
6649CA2227DA6998,2020-12-07,EU,iPhone
F779E03A2B2BAC52,2020-12-07,CIS,PC
075200DA53FC41ED,2020-12-07,EU,Mac
6F18AE28D30F0B6F,2020-12-07,EU,iPhone
33031F6B2B719836,2020-12-07,EU,PC
1CCD7D4160C134F7,2020-12-07,EU,Android
9B6ACAF7F74F34E0,2020-12-07,EU,PC
B0E1EE22CFE8E445,2020-12-07,EU,iPhone
885B2DD586B3EDBD,2020-12-07,EU,Android
3E95B70268285372,2020-12-07,EU,Mac
7B961AA5E0F2BADB,2020-12-07,EU,PC
DE8619EDA32DBADC,2020-12-07,EU,Android
33BD3BF4BBEB1C01,2020-12-07,EU,Android
AC07871C34068D61,2020-12-07,EU,Android
7E267E3EB3D76490,2020-12-07,EU,iPhone
8FF2886B3B5D10D2,2020-12-07,EU,iPhone
E9BA09CAB3604D78,2020-12-07,APAC,PC
69D44D639E9EC5B4,2020-12-07,EU,PC
3903B77F7CD134AC,2020-12-07,EU,iPhone
E659262BACAA91A0,2020-12-07,APAC,Android
176B8942509B0387,2020-12-07,EU,Android
3BE0C576E0D48B01,2020-12-07,EU,Android
ADD91D18CFB14C21,2020-12-07,EU,Android
CE065914C815ADF6,2020-12-07,EU,iPhone
CB13DF0A7DFC5168,2020-12-07,N.America,Mac
66B0FAD6E947D3AF,2020-12-07,EU,PC
BA9549773673E796,2020-12-07,EU,Android
CFFAFD1155396601,2020-12-07,EU,Android
B3B4A8409EA0B23F,2020-12-07,EU,PC
BFE54A8D78A0C42C,2020-12-07,EU,Mac
925283ED16660666,2020-12-07,EU,PC
5167F3809A35CC5C,2020-12-07,EU,PC
9E978C099D7C274E,2020-12-07,N.America,Android
3945F4BE0D410B2F,2020-12-07,EU,Android
E63248E68FF1EA27,2020-12-07,EU,Android
D9C3E5142797B66A,2020-12-07,N.America,PC
0AC3F6ACBA44AF85,2020-12-07,APAC,Android
C93156C05428FAC5,2020-12-07,EU,Android
8857321F4D97B089,2020-12-07,EU,PC
934EAE43B6D4F8BE,2020-12-07,EU,PC
BDAF4AA0BC64820B,2020-12-07,APAC,PC
D4D3340713B0C64D,2020-12-07,EU,Mac
744C28AEEFC25FDD,2020-12-07,EU,PC
4DFD711D694C590A,2020-12-07,EU,Android
46D410B67FEAC328,2020-12-07,EU,iPhone
448672A9EDB34982,2020-12-07,EU,Android
698BC4AEC151A6FF,2020-12-07,EU,Android
00293EC37B8C76C0,2020-12-07,EU,PC
93E1BB2A5ECED58E,2020-12-07,EU,PC
7ECE393CF3414D0E,2020-12-07,N.America,PC
E7F2074BAD96A315,2020-12-07,EU,PC
9EB6756D5AA27782,2020-12-07,EU,Android
9A6CE800C60794BD,2020-12-07,EU,iPhone
0997EC1C4850B27B,2020-12-07,EU,Android
E7813907954B4805,2020-12-07,EU,iPhone
9C540776DD978D0F,2020-12-07,EU,Android
461FCAFFC9191625,2020-12-07,EU,iPhone
D5677961ADDD8C4F,2020-12-07,EU,Android
AF4B9869DD175383,2020-12-07,EU,Android
3FAA2FB7A3416725,2020-12-07,EU,Android
E5D24BFDADA093A7,2020-12-07,EU,Android
2DB07662B029BAD8,2020-12-07,EU,Android
E58179B5153CCDDC,2020-12-07,EU,Android
A5ECB5D347215490,2020-12-07,CIS,Android
2AD1A6D7DAF88470,2020-12-07,N.America,Android
9A3F45ECE8CE8237,2020-12-07,CIS,Android
41E3C81CA53AD17D,2020-12-07,EU,PC
7304ECE608EC415F,2020-12-07,EU,Android
135F6688A1DC637B,2020-12-07,EU,Android
EE8B5D87EB1478F3,2020-12-07,EU,PC
6FCC8DC2D6AE1472,2020-12-07,EU,PC
DF8325E5AC797A5A,2020-12-07,EU,Android
FE88CB7210551C81,2020-12-07,EU,PC
08A73FBD21168F59,2020-12-07,EU,Android
09B67269EB574925,2020-12-07,EU,PC
266C5501673D8693,2020-12-07,N.America,Android
DAA41F32CBDE4ADE,2020-12-07,EU,PC
F25578C09EF00F49,2020-12-07,APAC,Android
C7CB2F1BA42F102B,2020-12-07,EU,iPhone
800AF45A68291849,2020-12-07,N.America,Android
6941C7418F8F6766,2020-12-07,N.America,iPhone
A4C59B9E3DEE383B,2020-12-07,N.America,Android
B06B45B7C3E5E721,2020-12-07,EU,Android
85348356439D9311,2020-12-07,CIS,iPhone
D124FDC5154B9ABE,2020-12-07,EU,PC
7F7F4BAB6E29F2BB,2020-12-07,EU,PC
